Date,Rot,VH,Team,1st,2nd,3rd,4th,Final,Open,Close,ML,2H
2011-12-28,709,V,Boston,18,21,24,15,78,1.5,4.5,-200,4.5
2011-12-28,710,H,NewOrleans,24,24,24,25,97,175.5,174,170,86
2011-12-28,711,V,OklahomaCity,23,31,18,26,98,1,1,-120,94.5
2011-12-28,712,H,Memphis,20,29,21,25,95,195,192,100,0.5
2011-12-28,713,V,LAClippers,19,35,17,19,90,196,198.5,170,99
2011-12-28,714,H,SanAntonio,26,32,38,19,115,4,4.5,-200,1.5
2011-12-28,715,V,Utah,23,23,20,34,100,203,200.5,700,98.5
2011-12-28,716,H,Denver,28,35,25,29,117,9,12.5,-1200,2
2011-12-28,717,V,Philadelphia,25,23,32,23,103,199,1.5,-125,96.5
2011-12-28,718,H,Phoenix,18,16,20,29,83,pk,197,105,3.5
2011-12-28,719,V,NewYork,23,20,21,14,78,2.5,6,-260,2
2011-12-28,720,H,GoldenState,21,16,27,28,92,204,208.5,220,103
2011-12-29,501,V,NewJersey,16,28,18,16,78,182,181,600,90.5
2011-12-29,502,H,Orlando,28,22,25,19,94,12,11.5,-800,5
2011-12-29,503,V,SanAntonio,18,17,24,26,85,197,3,-155,6
2011-12-29,504,H,Houston,23,30,25,27,105,1,197.5,135,97.5
2011-12-29,505,V,Dallas,29,23,24,26,102,196.5,195,190,95
2011-12-29,506,H,OklahomaCity,28,28,19,29,104,7.5,5,-230,2
2011-12-29,507,V,Denver,17,36,26,23,102,199,202,200,101
2011-12-29,508,H,Portland,30,23,30,28,111,5,6,-240,4
2011-12-29,509,V,Chicago,30,30,25,23,108,8,8,-380,2.5
2011-12-29,510,H,Sacramento,24,29,22,23,98,186.5,188,310,93.5
2011-12-29,511,V,NewYork,24,27,21,10,82,199,195,150,3
2011-12-29,512,H,LALakers,31,32,17,19,99,4.5,3.5,-170,97.5
2011-12-30,801,V,Orlando,29,27,19,25,100,5.5,4,-175,90
2011-12-30,802,H,Charlotte,23,20,19,17,79,186.5,183.5,155,2
2011-12-30,803,V,Cleveland,24,23,14,23,91,187,193.5,425,97
2011-12-30,804,H,Indiana,22,23,25,14,98,9.5,9.5,-550,7
2011-12-30,805,V,Detroit,22,21,21,21,85,184,182,500,89.5
2011-12-30,806,H,Boston,24,26,36,10,96,10.5,10,-700,3.5
2011-12-30,807,V,NewJersey,19,18,35,26,98,175.5,177.5,700,88
2011-12-30,808,H,Atlanta,20,23,33,29,105,11.5,11.5,-1000,5
2011-12-30,809,V,Miami,31,20,31,21,103,9,8.5,-450,7
2011-12-30,810,H,Minnesota,20,33,22,26,101,204.5,209.5,350,104
2011-12-30,811,V,Houston,28,23,16,26,93,194,196,230,98
2011-12-30,812,H,Memphis,30,27,31,25,113,5,6.5,-270,2
2011-12-30,813,V,Phoenix,22,30,23,18,93,187.5,182.5,120,90.5
2011-12-30,814,H,NewOrleans,22,23,16,17,78,3,2.5,-140,3
2011-12-30,815,V,Toronto,23,23,24,16,86,196,192,350,95
2011-12-30,816,H,Dallas,29,21,27,22,99,9.5,8.5,-450,4
2011-12-30,817,V,Washington,24,17,26,14,81,183.5,185.5,360,2
2011-12-30,818,H,Milwaukee,36,29,13,24,102,9,8.5,-460,91.5
2011-12-30,819,V,Philadelphia,29,22,22,26,99,4,5,-200,4.5
2011-12-30,820,H,Utah,22,31,18,31,102,192.5,191.5,170,95
2011-12-30,821,V,Chicago,29,28,26,31,114,189.5,1,-115,94
2011-12-30,822,H,LAClippers,28,24,25,24,101,1,191.5,-105,1
2011-12-31,501,V,Denver,23,22,26,18,89,200,198,180,98.5
2011-12-31,502,H,LALakers,22,24,23,23,92,5.5,5,-220,3
2011-12-31,503,V,Indiana,18,26,20,24,88,3.5,2.5,-140,3.5
2011-12-31,504,H,Detroit,21,31,30,14,96,183,181.5,120,90
2011-12-31,505,V,Atlanta,22,22,16,24,84,188,193,100,2
2011-12-31,506,H,Houston,31,20,21,23,95,1,1,-120,95.5
2011-12-31,507,V,NewYork,35,21,22,36,114,1.5,1,-115,99.5
2011-12-31,508,H,Sacramento,20,22,23,27,92,198.5,201.5,-105,4
2011-12-31,509,V,Phoenix,22,24,21,30,97,198.5,201.5,650,99.5
2011-12-31,510,H,OklahomaCity,27,33,29,18,107,13,11.5,-900,2
2011-12-31,511,V,Utah,18,21,21,29,89,196,195.5,1000,97.5
2011-12-31,512,H,SanAntonio,23,31,29,21,104,14,14,-1500,3.5
2011-12-31,513,V,Philadelphia,19,31,22,35,107,1.5,2,-130,96
2011-12-31,514,H,GoldenState,25,17,12,25,79,191,191,110,2
2012-01-01,801,V,Boston,28,23,22,21,94,7,7,-280,93
2012-01-01,802,H,Washington,17,17,26,26,86,184.5,187,240,1
2012-01-01,803,V,NewJersey,27,22,18,15,82,186,186,115,94
2012-01-01,804,H,Cleveland,24,19,30,25,98,4.5,2.5,-135,3
2012-01-01,805,V,Toronto,27,25,29,15,96,186.5,185.5,750,92.5
2012-01-01,806,H,Orlando,18,29,23,32,102,12,12,-1100,10
2012-01-01,807,V,Charlotte,15,22,27,26,90,194,197,1200,95.5
2012-01-01,808,H,Miami,33,32,27,37,129,15,14,-2000,1
2012-01-01,809,V,Dallas,25,16,28,13,82,3.5,2.5,-140,4
2012-01-01,810,H,Minnesota,25,25,24,25,99,204,201.5,120,99
2012-01-01,811,V,Memphis,12,16,16,20,64,189,187.5,240,1.5
2012-01-01,812,H,Chicago,25,29,30,20,104,8,6.5,-280,91.5
2012-01-01,813,V,LALakers,21,15,35,19,90,199,199,185,1
2012-01-01,814,H,Denver,26,21,25,27,99,3,5.5,-225,98.5
2012-01-01,815,V,NewOrleans,22,18,18,22,80,182.5,183.5,155,91
2012-01-01,816,H,Sacramento,21,17,30,28,96,3.5,4,-175,4
2012-01-01,817,V,Portland,17,19,16,36,88,201,199.5,135,1
2012-01-01,818,H,LAClippers,21,23,25,24,93,3.5,3,-155,96.5
2012-01-02,701,V,GoldenState,26,21,22,22,91,192,193.5,160,96
2012-01-02,702,H,Phoenix,25,26,21,30,102,4,4.5,-180,2
2012-01-02,703,V,Toronto,22,29,16,23,90,197,200,325,98.5
2012-01-02,704,H,NewYork,23,11,24,27,85,8,8.5,-400,9
2012-01-02,705,V,Atlanta,19,28,20,33,100,195,193.5,500,94.5
2012-01-02,706,H,Miami,23,27,21,21,92,8,9.5,-650,5
2012-01-02,707,V,Indiana,29,19,29,31,108,4.5,6,-250,2
2012-01-02,708,H,NewJersey,21,21,22,30,94,180,180,210,88.5
2012-01-02,709,V,Washington,24,24,22,22,92,185,188,600,93.5
2012-01-02,710,H,Boston,23,24,22,31,100,12.5,11,-800,7.5
2012-01-02,711,V,Orlando,19,27,17,15,78,3.5,5,-210,2.5
2012-01-02,712,H,Detroit,21,23,24,21,89,182,184.5,175,90.5
2012-01-02,713,V,SanAntonio,25,34,21,16,96,5,5,-220,4.5
2012-01-02,714,H,Minnesota,35,31,28,12,106,200,196.5,180,97
2012-01-02,715,V,OklahomaCity,20,27,18,22,87,1,2.5,-145,3
2012-01-02,716,H,Dallas,20,34,24,22,100,199.5,196.5,125,97
2012-01-02,717,V,Milwaukee,30,18,26,12,86,201,197,170,97.5
2012-01-02,718,H,Denver,24,24,20,23,91,6,4.5,-200,3.5
2012-01-02,719,V,NewOrleans,22,25,27,16,90,181,179.5,240,88
2012-01-02,720,H,Utah,18,32,20,24,94,5.5,6.5,-280,3.5
2012-01-03,501,V,Charlotte,34,17,29,21,101,187,189,150,92.5
2012-01-03,502,H,Cleveland,27,30,30,28,115,5,4,-170,0.5
2012-01-03,503,V,Portland,21,30,27,25,103,198,196.5,170,96.5
2012-01-03,504,H,OklahomaCity,26,27,21,19,93,5.5,4.5,-200,2.5
2012-01-03,505,V,Sacramento,17,33,18,28,96,187.5,190.5,220,93
2012-01-03,506,H,Memphis,31,21,35,26,113,8.5,6.5,-260,3.5
2012-01-03,507,V,Atlanta,23,15,18,18,74,185,183,450,89.5
2012-01-03,508,H,Chicago,15,11,16,34,76,10,10,-600,10
2012-01-03,509,V,Milwaukee,16,18,21,18,73,191,186.5,100,2
2012-01-03,510,H,Utah,22,21,19,23,85,1.5,1.5,-120,92
2012-01-03,511,V,Houston,25,21,29,24,99,192,191.5,280,94
2012-01-03,512,H,LALakers,31,19,26,32,108,7,7,-340,3.5
2012-01-04,701,V,Cleveland,18,21,12,26,77,190,191,180,93.5
2012-01-04,702,H,Toronto,21,25,20,26,92,5,5,-220,1
2012-01-04,703,V,Washington,14,24,22,25,85,188.5,189,900,94
2012-01-04,704,H,Orlando,31,25,27,20,103,13.5,13,-1400,2.5
2012-01-04,705,V,NewJersey,17,18,12,23,70,181,180,900,89
2012-01-04,706,H,Boston,18,16,29,26,89,12,12.5,-1400,8
2012-01-04,707,V,Indiana,27,12,27,17,83,195,197.5,300,2
2012-01-04,708,H,Miami,29,33,26,30,118,10,7.5,-360,96.5
2012-01-04,709,V,Chicago,22,29,20,28,99,6,6.5,-280,90
2012-01-04,710,H,Detroit,14,21,23,25,83,183,180.5,240,1.5
2012-01-04,711,V,Charlotte,30,32,26,30,118,193,201.5,600,101
2012-01-04,712,H,NewYork,26,26,26,32,110,13,11.5,-800,11
2012-01-04,713,V,Memphis,20,23,14,33,90,196,196.5,170,97.5
2012-01-04,714,H,Minnesota,14,23,22,27,86,2.5,4.5,-200,4
2012-01-04,715,V,Philadelphia,16,24,27,34,101,3.5,5.5,-230,5
2012-01-04,716,H,NewOrleans,27,20,26,20,93,182,181.5,190,90
2012-01-04,717,V,GoldenState,26,27,22,20,95,191,189.5,290,93
2012-01-04,718,H,SanAntonio,20,25,25,31,101,8,7.5,-350,6.5
2012-01-04,719,V,Phoenix,25,16,25,23,89,194,194.5,290,97
2012-01-04,720,H,Dallas,25,24,28,21,98,8.5,7.5,-350,2
2012-01-04,721,V,Sacramento,17,22,25,19,83,198,209,650,102
2012-01-04,722,H,Denver,27,29,29,25,110,10,11,-900,2
2012-01-04,723,V,Houston,26,29,20,14,89,200,207,260,103
2012-01-04,724,H,LAClippers,41,26,23,27,117,5.5,7,-320,pk
2012-01-05,501,V,Miami,22,32,14,25,116,3,186,165,92
2012-01-05,502,H,Atlanta,19,30,21,23,109,189,4,-185,6
2012-01-05,503,V,Dallas,17,12,13,29,71,192.5,189,115,4.5
2012-01-05,504,H,SanAntonio,31,24,11,27,93,3,2,-135,92
2012-01-05,505,V,Milwaukee,30,28,24,18,100,3,3,-155,92
2012-01-05,506,H,Sacramento,25,12,31,35,103,189,187,135,3.5
2012-01-05,507,V,LALakers,31,25,18,22,96,189.5,184,145,90.5
2012-01-05,508,H,Portland,27,25,32,23,107,3.5,3.5,-165,2.5
2012-01-06,801,V,Atlanta,20,23,27,21,102,3.5,1.5,-125,90.5
2012-01-06,802,H,Charlotte,18,20,23,30,96,188.5,184,105,1
2012-01-06,803,V,Detroit,19,15,22,17,73,185.5,186,475,92.5
2012-01-06,804,H,Philadelphia,20,23,21,32,96,8.5,10,-625,3
2012-01-06,805,V,NewJersey,22,26,27,22,97,183.5,181.5,230,90
2012-01-06,806,H,Toronto,21,19,24,21,85,6.5,6,-270,5.5
2012-01-06,807,V,NewYork,18,28,26,27,99,7,6,-260,4.5
2012-01-06,808,H,Washington,32,15,22,27,96,197.5,200,220,100.5
2012-01-06,809,V,Indiana,14,19,30,24,87,184.5,185.5,220,90.5
2012-01-06,810,H,Boston,14,11,30,19,74,6,6,-260,5.5
2012-01-06,811,V,Chicago,26,27,20,24,97,181,2,-130,89
2012-01-06,812,H,Orlando,27,16,19,21,83,2,181.5,110,2
2012-01-06,813,V,Houston,20,21,24,29,94,204,206.5,550,101
2012-01-06,814,H,OklahomaCity,30,28,28,23,109,9,10.5,-750,1.5
2012-01-06,815,V,Cleveland,28,24,24,22,98,197,199,250,98.5
2012-01-06,816,H,Minnesota,24,21,19,23,87,7,6.5,-300,5.5
2012-01-06,817,V,Denver,24,17,21,34,96,5.5,6.5,-270,7
2012-01-06,818,H,NewOrleans,32,15,16,25,88,190.5,190,230,94.5
2012-01-06,819,V,Memphis,26,21,17,21,85,186.5,1,-120,0.5
2012-01-06,820,H,Utah,22,23,22,27,94,pk,185,100,92.5
2012-01-06,821,V,Portland,19,15,21,22,77,2,2,-135,5
2012-01-06,822,H,Phoenix,30,19,25,28,102,192.5,196.5,115,97.5
2012-01-06,823,V,GoldenState,22,17,19,32,90,188.5,186,500,92.5
2012-01-06,824,H,LALakers,20,15,32,30,97,10.5,10.5,-700,9
2012-01-07,501,V,Charlotte,30,19,14,14,77,190,190,450,95
2012-01-07,502,H,Indiana,22,21,28,28,99,9.5,10,-600,8.5
2012-01-07,503,V,Chicago,18,27,17,32,94,3,6,-260,7
2012-01-07,504,H,Atlanta,33,30,22,24,109,177,175,220,87
2012-01-07,505,V,NewYork,25,39,22,17,103,4,4,-185,95
2012-01-07,506,H,Detroit,24,18,15,23,80,193,191,165,3
2012-01-07,507,V,Miami,31,26,21,23,101,5.5,8.5,-450,95.5
2012-01-07,508,H,NewJersey,18,17,29,26,90,187,191,350,pk
2012-01-07,509,V,Toronto,16,18,15,13,62,188,187,475,93
2012-01-07,510,H,Philadelphia,19,22,32,24,97,10,10,-625,3.5
2012-01-07,511,V,OklahomaCity,23,25,24,26,98,5,5.5,-240,3
2012-01-07,512,H,Houston,21,25,26,23,95,202.5,202.5,200,97.5
2012-01-07,513,V,Denver,25,30,30,32,117,195.5,199.5,165,99.5
2012-01-07,514,H,SanAntonio,37,25,32,27,121,3,4.5,-185,0.5
2012-01-07,515,V,NewOrleans,20,21,24,16,81,180,180,700,89.5
2012-01-07,516,H,Dallas,26,26,23,21,96,10,11.5,-1000,4
2012-01-07,517,V,Milwaukee,15,25,25,21,86,194,191.5,500,95.5
2012-01-07,518,H,LAClippers,18,20,34,20,92,9,10,-650,7.5
2012-01-07,519,V,Utah,27,18,18,25,88,186,189.5,140,97.5
2012-01-07,520,H,GoldenState,19,27,20,21,87,3.5,3.5,-160,2
2012-01-08,801,V,Minnesota,20,28,27,18,93,2,2.5,-145,97.5
2012-01-08,802,H,Washington,17,17,26,12,72,195,196,125,3
2012-01-08,803,V,Orlando,19,30,32,23,104,6.5,7,-300,4
2012-01-08,804,H,Sacramento,21,26,32,18,97,189.5,195.5,250,96
2012-01-08,805,V,SanAntonio,22,26,21,27,96,195,196.5,240,97
2012-01-08,806,H,OklahomaCity,24,30,37,17,108,6,6.5,-280,2
2012-01-08,807,V,Milwaukee,25,22,19,27,93,187.5,185,290,91.5
2012-01-08,808,H,Phoenix,30,27,34,18,109,8,7.5,-350,1.5
2012-01-08,809,V,Cleveland,17,18,22,21,78,196,192,500,95
2012-01-08,810,H,Portland,18,24,27,29,98,10.5,10.5,-700,4
2012-01-08,811,V,Memphis,22,24,22,14,82,184.5,183,260,92
2012-01-08,812,H,LALakers,31,25,22,12,90,7.5,7.5,-320,1.5
2012-01-09,701,V,Minnesota,25,24,20,18,87,190,186.5,135,92.5
2012-01-09,702,H,Toronto,27,28,18,24,97,3.5,3,-155,pk
2012-01-09,703,V,Indiana,20,20,24,22,86,183.5,185.5,245,93.5
2012-01-09,704,H,Philadelphia,25,20,28,23,96,4.5,7,-305,2.5
2012-01-09,705,V,Atlanta,31,25,24,26,106,6,5.5,-240,89.5
2012-01-09,706,H,NewJersey,18,27,26,30,101,178.5,179,190,0.5
2012-01-09,707,V,Charlotte,21,24,20,22,87,203.5,200.5,510,98
2012-01-09,708,H,NewYork,24,26,22,19,91,11.5,10.5,-735,4.5
2012-01-09,709,V,Detroit,21,13,25,9,68,177.5,177.5,1205,88.5
2012-01-09,710,H,Chicago,21,22,25,24,92,13.5,14.5,-1905,5.5
2012-01-09,711,V,NewOrleans,26,28,24,16,94,191.5,192,890,96.5
2012-01-09,712,H,Denver,27,19,18,17,81,13,13.5,-1340,11.5
2012-01-10,501,V,Houston,20,23,24,15,82,3,3.5,-155,1
2012-01-10,502,H,Charlotte,23,16,14,17,70,194,193.5,135,95
2012-01-10,503,V,Toronto,20,14,18,26,78,186,183,120,2.5
2012-01-10,504,H,Washington,17,29,25,22,93,1,3,-140,93
2012-01-10,505,V,Sacramento,22,20,18,25,85,197,197,425,99.5
2012-01-10,506,H,Philadelphia,26,26,32,28,112,10,9.5,-550,2
2012-01-10,507,V,Dallas,30,22,24,24,100,5,7,-315,88
2012-01-10,508,H,Detroit,20,18,17,31,86,182,180.5,255,0.5
2012-01-10,509,V,SanAntonio,33,26,22,22,103,3,2,-130,1.5
2012-01-10,510,H,Milwaukee,25,34,20,27,106,189,185.5,110,91.5
2012-01-10,511,V,OklahomaCity,26,28,21,25,100,3.5,2.5,-135,1
2012-01-10,512,H,Memphis,25,27,19,24,95,193,193.5,115,96
2012-01-10,513,V,Chicago,33,20,26,32,111,7,6.5,-300,2
2012-01-10,514,H,Minnesota,17,30,27,26,100,186,184.5,240,89.5
2012-01-10,515,V,Cleveland,26,17,37,25,105,188,187.5,225,93
2012-01-10,516,H,Utah,27,25,33,28,113,5,6.5,-275,1
2012-01-10,517,V,LAClippers,26,21,24,26,97,194,196,200,98.5
2012-01-10,518,H,Portland,24,30,24,27,105,4.5,5.5,-250,1
2012-01-10,519,V,Phoenix,19,23,26,15,83,187.5,191.5,305,95
2012-01-10,520,H,LALakers,25,21,27,26,99,8.5,8,-375,3.5
2012-01-10,521,V,Miami,22,35,27,12,106,8,9.5,-610,4.5
2012-01-10,522,H,GoldenState,27,26,19,24,111,196,197,450,99.5
2012-01-11,701,V,Atlanta,20,30,9,25,84,182.5,183.5,125,92
2012-01-11,702,H,Indiana,28,25,27,16,96,3.5,2.5,-145,1
2012-01-11,703,V,Sacramento,23,18,22,35,98,190.5,191,195,96
2012-01-11,704,H,Toronto,19,21,23,28,91,4,5.5,-245,4
2012-01-11,705,V,Philadelphia,15,20,21,23,79,196.5,196,155,1.5
2012-01-11,706,H,NewYork,28,17,22,18,85,5,4,-175,97.5
2012-01-11,707,V,Washington,15,22,16,11,64,181,180.5,640,89
2012-01-11,708,H,Chicago,17,28,12,21,78,13.5,11.5,-940,4
2012-01-11,709,V,OklahomaCity,22,27,24,22,95,8.5,6.5,-295,4
2012-01-11,710,H,NewOrleans,27,21,22,15,85,187,183.5,235,90.5
2012-01-11,711,V,Dallas,23,19,26,22,90,185,183,165,91.5
2012-01-11,712,H,Boston,15,26,18,26,85,5.5,5,-205,4
2012-01-11,713,V,Houston,27,23,18,22,95,197.5,198.5,245,98
2012-01-11,714,H,SanAntonio,23,24,25,18,101,7,7,-305,6
2012-01-11,715,V,NewJersey,28,24,28,35,115,195,198.5,745,99
2012-01-11,716,H,Denver,35,33,32,23,123,12.5,12,-1145,1.5
2012-01-11,717,V,LALakers,26,15,25,12,90,2,1.5,-125,2
2012-01-11,718,H,Utah,23,19,19,17,87,186,183.5,105,91.5
2012-01-11,719,V,Orlando,36,26,23,22,107,190,186,130,92.5
2012-01-11,720,H,Portland,22,28,18,36,104,4,3,-150,5
2012-01-11,721,V,Miami,24,24,21,17,89,4,3,-155,100.5
2012-01-11,722,H,LAClippers,21,22,27,16,95,202.5,203.5,135,pk
2012-01-12,501,V,Charlotte,21,26,19,15,81,184,181,310,91
2012-01-12,502,H,Atlanta,25,32,28,26,111,10.5,7.5,-380,0.5
2012-01-12,503,V,Detroit,27,16,25,25,93,178.5,178,325,88
2012-01-12,504,H,Milwaukee,31,21,27,23,102,8.5,8.5,-400,2
2012-01-12,505,V,NewYork,19,19,14,31,83,194,192.5,170,1.5
2012-01-12,506,H,Memphis,28,21,26,19,94,2.5,4.5,-200,94
2012-01-12,507,V,Cleveland,30,26,23,22,101,194,196.5,260,98.5
2012-01-12,508,H,Phoenix,30,18,23,19,90,7.5,7.5,-320,6
2012-01-12,509,V,Orlando,22,31,27,37,117,4,3.5,-165,3
2012-01-12,510,H,GoldenState,29,28,25,27,109,185.5,187.5,145,94
2012-01-13,801,V,Detroit,27,24,27,20,98,176.5,181.5,140,91.5
2012-01-13,802,H,Charlotte,23,16,20,22,81,4,3.5,-160,5
2012-01-13,803,V,Indiana,15,25,25,30,95,5.5,6,-250,6
2012-01-13,804,H,Toronto,27,18,20,25,90,178,178,210,90
2012-01-13,805,V,Washington,23,17,18,31,89,185.5,185.5,1000,92
2012-01-13,806,H,Philadelphia,33,21,38,28,120,12.5,13,-1500,3
2012-01-13,807,V,Chicago,26,26,15,21,88,1.5,176.5,-130,87.5
2012-01-13,808,H,Boston,13,20,26,20,79,177,pk,110,5
2012-01-13,809,V,Sacramento,28,24,20,17,89,198,200.5,320,101
2012-01-13,810,H,Houston,26,24,31,22,103,8,8.5,-400,6.5
2012-01-13,811,V,Minnesota,16,21,26,24,87,1,1.5,-113,2
2012-01-13,812,H,NewOrleans,21,17,13,29,80,181,182,102,88.5
2012-01-13,813,V,Portland,31,16,18,18,83,195,195.5,105,99
2012-01-13,814,H,SanAntonio,27,23,15,34,99,2,1.5,-116,pk
2012-01-13,815,V,Milwaukee,23,22,18,13,76,184,184,415,93
2012-01-13,816,H,Dallas,32,28,23,19,102,9,9.5,-530,1
2012-01-13,817,V,NewJersey,22,32,34,22,110,197.5,192.5,190,97
2012-01-13,818,H,Phoenix,25,26,31,21,103,7,5,-230,4
2012-01-13,819,V,Miami,21,32,28,23,104,3.5,3.5,-165,4
2012-01-13,820,H,Denver,30,25,31,31,117,210,210,145,104.5
2012-01-13,821,V,Cleveland,28,13,29,22,92,187.5,188,570,93
2012-01-13,822,H,LALakers,32,27,23,15,97,10.5,11,-770,1.5
2012-01-14,501,V,Boston,24,24,19,16,83,180,180.5,145,1
2012-01-14,502,H,Indiana,29,27,26,15,97,3.5,3.5,-165,90
2012-01-14,503,V,Philadelphia,23,29,25,26,103,8,8,-370,1
2012-01-14,504,H,Washington,26,14,20,30,90,184,186,305,94
2012-01-14,505,V,Minnesota,24,29,18,20,91,189,188,270,95
2012-01-14,506,H,Atlanta,18,24,21,30,93,7.5,7,-330,6.5
2012-01-14,507,V,GoldenState,25,21,27,27,100,2.5,3.5,-165,6
2012-01-14,508,H,Charlotte,38,28,27,19,112,188.5,190.5,145,95
2012-01-14,509,V,Portland,21,32,23,21,105,2,1,100,1.5
2012-01-14,510,H,Houston,27,31,26,13,107,196,196,-110,98.5
2012-01-14,511,V,NewYork,22,25,18,27,92,193.5,197,600,96.5
2012-01-14,512,H,OklahomaCity,32,38,22,12,104,11.5,11,-800,0.5
2012-01-14,513,V,NewOrleans,24,23,28,24,99,177,175,580,86.5
2012-01-14,514,H,Memphis,20,37,29,22,108,11,11,-780,2.5
2012-01-14,515,V,Toronto,14,23,15,12,64,177,176.5,1200,88.5
2012-01-14,516,H,Chicago,23,14,19,21,77,13,14,-2000,9.5
2012-01-14,517,V,NewJersey,20,20,27,27,94,187.5,190.5,320,95
2012-01-14,518,H,Utah,30,27,30,20,107,9,8,-400,0.5
2012-01-14,519,V,Sacramento,11,12,22,15,60,191.5,195,650,0.5
2012-01-14,520,H,Dallas,27,25,20,27,99,12,12,-900,96
2012-01-14,521,V,LALakers,24,18,30,22,94,187.5,188,115,3
2012-01-14,522,H,LAClippers,31,24,21,26,102,2.5,2.5,-135,93.5
2012-01-15,801,V,GoldenState,24,20,30,25,99,184,187.5,155,94
2012-01-15,802,H,Detroit,19,29,21,22,91,4,4.5,-180,1.5
2012-01-15,803,V,Utah,25,23,29,29,106,203,206.5,500,104.5
2012-01-15,804,H,Denver,26,22,25,23,96,10,10.5,-725,7
2012-01-15,805,V,Phoenix,26,16,26,23,91,197.5,197,355,97.5
2012-01-15,806,H,SanAntonio,30,26,22,24,102,7.5,8.5,-455,1
2012-01-16,701,V,Orlando,17,28,28,29,102,192,2,-125,2.5
2012-01-16,702,H,NewYork,23,28,24,18,93,pk,193,105,95
